hospital_id,date,occupied_beds,occupied_icu,ventilators_in_use,oxygen_cylinders_available,doctors_on_duty,nurses_on_duty
100,2025-08-15,1305,197,94,598,108,300
100,2025-08-16,1291,204,93,584,164,464
100,2025-08-17,1254,187,86,621,126,257
100,2025-08-18,1227,192,82,583,144,408
100,2025-08-19,1270,184,71,560,165,344
100,2025-08-20,1297,201,84,602,176,454
100,2025-08-21,1269,202,99,578,154,350
100,2025-08-22,1296,219,89,591,178,396
100,2025-08-23,1269,185,95,603,188,548
100,2025-08-24,1213,184,79,637,138,324
100,2025-08-25,1214,194,79,599,134,316
100,2025-08-26,1299,188,79,591,60,136
100,2025-08-27,1290,212,103,581,168,396
100,2025-08-28,1336,206,97,563,197,555
100,2025-08-29,1264,188,80,593,163,456
100,2025-08-30,1255,168,78,630,155,345
100,2025-08-31,1211,182,75,604,138,389
100,2025-09-01,1291,208,87,592,127,290
100,2025-09-02,1277,205,80,578,175,353
100,2025-09-03,1399,202,81,576,65,176
100,2025-09-04,1258,208,97,600,92,196
100,2025-09-05,1315,183,89,570,168,343
101,2025-08-07,181,19,11,54,126,340
101,2025-08-08,186,20,12,43,167,446
101,2025-08-09,175,20,11,53,157,340
101,2025-08-10,187,18,8,29,184,368
101,2025-08-11,166,20,12,51,197,559
101,2025-08-12,167,18,11,40,195,398
101,2025-08-13,176,20,10,12,126,286
101,2025-08-14,183,20,12,24,231,521
101,2025-08-15,200,20,10,40,134,335
101,2025-08-16,187,19,13,21,155,376
101,2025-08-17,170,18,10,21,134,342
101,2025-08-18,166,18,10,44,175,421
101,2025-08-19,167,19,10,32,181,461
101,2025-08-20,174,19,13,31,186,501
101,2025-08-21,186,21,13,26,120,334
101,2025-08-22,176,18,10,68,156,361
101,2025-08-23,169,20,11,25,172,354
101,2025-08-24,166,18,11,16,134,380
101,2025-08-25,174,18,9,43,129,294
101,2025-08-26,178,20,11,15,155,359
101,2025-08-27,179,20,12,41,160,328
101,2025-08-28,177,19,11,38,202,558
101,2025-08-29,175,18,10,36,183,529
101,2025-08-30,175,18,11,37,120,306
101,2025-08-31,168,19,10,36,135,388
101,2025-09-01,170,21,10,40,110,316
101,2025-09-02,182,21,11,43,145,377
101,2025-09-03,186,19,11,32,175,474
101,2025-09-04,174,20,11,9,160,470
101,2025-09-05,183,19,10,20,169,460
102,2025-08-07,1083,74,44,411,138,280
102,2025-08-08,1037,81,51,435,155,399
102,2025-08-09,1048,79,46,411,187,409
102,2025-08-10,997,77,55,434,155,329
102,2025-08-11,930,74,37,451,169,386
102,2025-08-12,960,74,39,452,169,460
102,2025-08-13,978,71,46,427,132,313
102,2025-08-14,1046,87,52,428,144,353
102,2025-08-15,1028,76,49,447,123,286
102,2025-08-16,1068,73,43,401,186,432
102,2025-08-17,968,68,44,450,164,373
102,2025-08-18,1004,75,48,423,158,473
102,2025-08-19,1013,78,47,422,142,365
102,2025-08-20,1004,77,50,417,162,381
102,2025-08-21,997,81,45,430,120,335
102,2025-08-22,1026,81,51,418,122,350
102,2025-08-23,1005,79,43,423,138,367
102,2025-08-24,977,69,38,444,131,329
102,2025-08-25,947,71,42,465,154,423
102,2025-08-26,1031,82,53,430,112,319
102,2025-08-27,1024,76,48,411,125,363
102,2025-08-28,1032,75,49,446,127,354
102,2025-08-29,1026,78,46,425,152,401
102,2025-08-30,934,76,46,479,127,286
102,2025-08-31,986,82,57,452,133,363
102,2025-09-01,969,74,41,449,155,321
102,2025-09-02,1015,80,44,424,187,420
102,2025-09-03,1084,78,55,416,95,226
102,2025-09-04,1050,74,48,431,116,329
102,2025-09-05,959,79,45,453,169,403
103,2025-08-07,1705,122,67,299,177,382
103,2025-08-08,1730,113,56,305,90,269
103,2025-08-09,1781,116,66,302,154,454
103,2025-08-10,1646,120,61,321,131,315
103,2025-08-11,1620,101,55,317,182,400
103,2025-08-12,1567,116,65,335,147,421
103,2025-08-13,1598,117,69,344,196,444
103,2025-08-14,1757,125,72,283,173,501
103,2025-08-15,1748,121,66,330,208,614
103,2025-08-16,1704,113,61,310,152,412
103,2025-08-17,1496,104,54,355,126,332
103,2025-08-18,1680,102,59,280,188,412
103,2025-08-19,1578,116,63,333,191,419
103,2025-08-20,1784,124,66,268,139,363
103,2025-08-21,1782,116,57,249,106,256
103,2025-08-22,1771,113,64,275,124,268
103,2025-08-23,1641,112,63,307,196,402
103,2025-08-24,1548,109,60,332,135,356
103,2025-08-25,1604,113,56,322,105,246
103,2025-08-26,1651,120,71,323,139,314
103,2025-08-27,1807,117,67,279,108,220
103,2025-08-28,1788,112,67,257,126,252
103,2025-08-29,1664,109,62,303,103,237
103,2025-08-30,1572,110,53,351,110,266
103,2025-08-31,1635,116,67,307,159,456
103,2025-09-01,1648,114,71,292,190,535
103,2025-09-02,1724,117,65,303,158,364
103,2025-09-03,1747,121,73,301,84,183
103,2025-09-04,1764,111,61,285,136,275
103,2025-09-05,1620,112,58,324,146,306
104,2025-08-07,1055,129,74,541,178,391
104,2025-08-08,1101,125,65,551,122,343
104,2025-08-09,1124,129,74,554,131,274
104,2025-08-10,1157,114,61,537,170,420
104,2025-08-11,1003,111,43,578,145,332
104,2025-08-12,1075,121,54,557,137,349
104,2025-08-13,1123,118,75,557,131,265
104,2025-08-14,1067,121,66,535,158,414
104,2025-08-15,1102,112,56,555,150,370
104,2025-08-16,1040,130,66,579,133,289
104,2025-08-17,1026,126,66,563,154,331
104,2025-08-18,1033,129,62,559,189,407
104,2025-08-19,1062,115,56,527,150,444
104,2025-08-20,1114,136,72,540,152,326
104,2025-08-21,1141,131,69,540,140,289
104,2025-08-22,1179,131,67,542,174,395
104,2025-08-23,1075,116,61,540,77,213
104,2025-08-24,962,105,48,599,103,286
104,2025-08-25,1089,126,60,551,124,248
104,2025-08-26,1131,120,52,549,143,319
104,2025-08-27,1162,130,62,547,177,516
104,2025-08-28,1064,128,69,575,183,403
104,2025-08-29,1174,114,61,541,149,383
104,2025-08-30,1126,128,58,557,203,580
104,2025-08-31,1027,115,60,570,143,418
104,2025-09-01,1059,129,61,598,153,342
104,2025-09-02,1089,137,74,533,127,300
104,2025-09-03,1110,126,66,559,179,479
104,2025-09-04,1170,125,61,532,150,300
104,2025-09-05,1034,116,63,559,133,349
105,2025-08-07,1424,142,90,563,165,461
105,2025-08-08,1508,151,83,558,139,391
105,2025-08-09,1509,150,74,536,157,467
105,2025-08-10,1482,150,83,542,185,418
105,2025-08-11,1482,154,92,540,147,306
105,2025-08-12,1448,138,90,529,167,374
105,2025-08-13,1467,144,72,539,135,390
105,2025-08-14,1490,149,87,520,171,414
105,2025-08-15,1496,162,94,561,165,392
105,2025-08-16,1453,158,95,554,143,323
105,2025-08-17,1373,145,77,573,164,340
105,2025-08-18,1399,139,87,551,135,382
105,2025-08-19,1384,145,83,576,164,469
105,2025-08-20,1517,161,91,533,154,451
105,2025-08-21,1471,157,103,528,203,457
105,2025-08-22,1565,159,94,549,109,244
105,2025-08-23,1428,144,76,581,173,348
105,2025-08-24,1369,147,86,577,174,414
105,2025-08-25,1401,150,84,568,159,390
105,2025-08-26,1500,145,89,546,137,405
105,2025-08-27,1487,173,90,585,169,419
105,2025-08-28,1502,157,90,564,126,325
105,2025-08-29,1432,151,87,553,119,289
105,2025-08-30,1414,145,86,593,152,398
105,2025-08-31,1334,137,72,573,139,285
105,2025-09-01,1455,145,93,560,167,438
105,2025-09-02,1482,154,90,521,165,380
105,2025-09-03,1464,163,91,560,177,433
105,2025-09-04,1465,152,89,540,120,328
105,2025-09-05,1381,144,81,541,189,426
106,2025-08-07,1699,115,63,558,156,325
106,2025-08-08,1822,117,76,513,122,256
106,2025-08-09,1783,113,63,553,206,470
106,2025-08-10,1677,110,65,601,98,207
106,2025-08-11,1580,114,64,617,209,562
106,2025-08-12,1672,105,65,592,154,366
106,2025-08-13,1727,113,67,571,138,355
106,2025-08-14,1738,117,74,562,152,394
106,2025-08-15,1782,116,72,511,171,442
106,2025-08-16,1704,119,76,573,153,342
106,2025-08-17,1639,108,58,608,111,294
106,2025-08-18,1619,101,64,605,147,407
106,2025-08-19,1677,108,65,566,154,430
106,2025-08-20,1774,114,68,553,157,447
106,2025-08-21,1790,118,66,532,146,425
106,2025-08-22,1729,119,72,565,156,447
106,2025-08-23,1714,115,74,582,114,261
106,2025-08-24,1544,106,59,614,172,353
106,2025-08-25,1663,111,66,565,126,265
106,2025-08-26,1723,114,71,551,114,271
106,2025-08-27,1789,116,72,541,162,448
106,2025-08-28,1817,118,66,559,188,398
106,2025-08-29,1649,108,72,589,196,411
106,2025-08-30,1650,108,70,585,139,349
106,2025-08-31,1657,104,62,588,117,342
106,2025-09-01,1694,108,63,563,149,335
106,2025-09-02,1768,120,79,568,102,272
106,2025-09-03,1730,122,66,606,203,574
106,2025-09-04,1708,115,73,587,141,290
106,2025-09-05,1738,104,63,557,187,446
107,2025-08-07,1462,202,113,479,105,242
107,2025-08-08,1473,192,114,461,203,409
107,2025-08-09,1526,197,129,446,119,299
107,2025-08-10,1482,189,125,461,100,292
107,2025-08-11,1336,175,114,478,137,376
107,2025-08-12,1427,194,114,486,128,362
107,2025-08-13,1389,197,128,512,131,313
107,2025-08-14,1530,200,123,443,141,283
107,2025-08-15,1497,216,141,475,150,314
107,2025-08-16,1512,211,142,471,165,450
107,2025-08-17,1443,188,113,475,201,513
107,2025-08-18,1372,191,126,475,195,465
107,2025-08-19,1326,201,119,504,203,439
107,2025-08-20,1476,194,127,463,221,507
107,2025-08-21,1516,201,121,448,128,350
107,2025-08-22,1507,191,123,456,127,257
107,2025-08-23,1418,190,104,483,220,564
107,2025-08-24,1402,190,122,457,124,252
107,2025-08-25,1421,176,115,474,194,555
107,2025-08-26,1458,197,133,484,88,211
107,2025-08-27,1468,196,118,450,145,324
107,2025-08-28,1458,214,133,475,147,315
107,2025-08-29,1413,200,116,486,184,537
107,2025-08-30,1427,177,127,482,117,247
107,2025-08-31,1347,192,143,503,192,432
107,2025-09-01,1377,203,120,517,152,320
107,2025-09-02,1393,206,135,481,161,375
107,2025-09-03,1478,197,117,442,109,247
107,2025-09-04,1437,199,116,457,131,385
107,2025-09-05,1401,185,108,471,122,336
108,2025-08-07,117,13,6,51,178,443
108,2025-08-08,123,13,6,80,159,342
108,2025-08-09,119,14,7,33,202,598
108,2025-08-10,122,13,7,28,198,562
108,2025-08-11,118,11,5,44,160,372
108,2025-08-12,109,12,5,72,120,305
108,2025-08-13,114,13,6,62,174,398
108,2025-08-14,121,13,5,61,179,499
108,2025-08-15,127,13,5,53,203,538
108,2025-08-16,121,13,5,63,159,438
108,2025-08-17,115,12,5,61,185,430
108,2025-08-18,111,12,6,32,119,303
108,2025-08-19,115,12,4,62,107,266
108,2025-08-20,128,13,7,61,97,256
108,2025-08-21,127,14,6,65,208,572
108,2025-08-22,119,12,5,37,171,343
108,2025-08-23,111,12,5,40,129,340
108,2025-08-24,116,12,6,55,135,280
108,2025-08-25,116,12,5,75,182,509
108,2025-08-26,120,13,6,39,110,273
108,2025-08-27,121,13,6,58,163,454
108,2025-08-28,119,13,6,84,150,443
108,2025-08-29,119,13,6,31,153,321
108,2025-08-30,115,12,6,24,102,235
108,2025-08-31,113,12,6,66,132,361
108,2025-09-01,111,12,5,36,197,590
108,2025-09-02,123,13,6,32,203,417
108,2025-09-03,120,12,6,23,95,206
108,2025-09-04,116,13,5,61,171,469
108,2025-09-05,119,12,6,53,173,471
109,2025-08-07,1608,219,131,136,168,437
109,2025-08-08,1710,210,127,114,182,404
109,2025-08-09,1700,219,113,135,162,353
109,2025-08-10,1569,229,126,155,153,312
109,2025-08-11,1537,203,112,148,126,368
109,2025-08-12,1584,215,117,154,209,486
109,2025-08-13,1618,219,132,171,162,336
109,2025-08-14,1698,231,130,143,176,400
109,2025-08-15,1670,225,130,116,142,393
109,2025-08-16,1633,216,130,130,132,288
109,2025-08-17,1543,212,117,167,189,385
109,2025-08-18,1543,200,114,143,84,243
109,2025-08-19,1565,204,104,160,147,321
109,2025-08-20,1566,228,126,139,182,476
109,2025-08-21,1742,227,117,127,146,335
109,2025-08-22,1610,215,134,128,162,391
109,2025-08-23,1540,210,105,161,134,314
109,2025-08-24,1512,200,120,166,234,684
109,2025-08-25,1520,211,123,159,142,381
109,2025-08-26,1590,224,119,146,180,443
109,2025-08-27,1652,219,136,122,202,471
109,2025-08-28,1687,225,116,108,159,413
109,2025-08-29,1647,218,124,119,151,368
109,2025-08-30,1501,198,103,156,114,232
109,2025-08-31,1527,180,103,156,178,435
109,2025-09-01,1587,222,132,129,209,560
109,2025-09-02,1688,210,104,122,146,422
109,2025-09-03,1631,231,131,150,152,353
109,2025-09-04,1611,224,116,136,156,445
109,2025-09-05,1570,207,100,137,188,426
110,2025-08-07,1373,181,89,763,172,420
110,2025-08-08,1442,187,96,739,170,416
110,2025-08-09,1456,172,69,717,176,495
110,2025-08-10,1463,165,75,720,191,539
110,2025-08-11,1385,157,62,751,227,655
110,2025-08-12,1373,157,79,768,156,405
110,2025-08-13,1426,168,82,727,191,523
110,2025-08-14,1479,178,79,717,173,386
110,2025-08-15,1535,169,83,701,85,214
110,2025-08-16,1467,177,93,699,112,308
110,2025-08-17,1373,165,79,736,192,530
110,2025-08-18,1410,151,61,742,102,298
110,2025-08-19,1390,170,77,756,172,459
110,2025-08-20,1447,171,74,726,106,221
110,2025-08-21,1468,175,86,720,148,344
110,2025-08-22,1491,177,83,698,109,222
110,2025-08-23,1432,164,73,742,117,242
110,2025-08-24,1396,141,68,734,115,339
110,2025-08-25,1407,172,86,744,133,339
110,2025-08-26,1465,166,80,709,143,397
110,2025-08-27,1489,185,88,695,172,471
110,2025-08-28,1520,176,82,726,171,495
110,2025-08-29,1399,175,83,739,141,297
110,2025-08-30,1376,175,82,758,192,387
110,2025-08-31,1373,163,79,730,174,520
110,2025-09-01,1450,183,81,715,112,279
110,2025-09-02,1479,178,78,729,137,359
110,2025-09-03,1454,180,93,716,137,321
110,2025-09-04,1378,179,79,725,143,406
110,2025-09-05,1487,174,90,700,150,354
111,2025-08-07,869,115,64,594,183,387
111,2025-08-08,955,110,70,595,186,519
111,2025-08-09,885,114,57,590,158,393
111,2025-08-10,859,105,58,634,129,313
111,2025-08-11,866,102,53,594,139,323
111,2025-08-12,847,105,60,584,163,361
111,2025-08-13,823,117,69,602,131,270
111,2025-08-14,882,106,65,585,119,342
111,2025-08-15,890,114,60,604,195,503
111,2025-08-16,839,112,63,590,145,395
111,2025-08-17,882,108,62,567,127,372
111,2025-08-18,850,114,61,611,171,485
111,2025-08-19,846,106,53,627,112,279
111,2025-08-20,835,118,72,618,183,513
111,2025-08-21,953,100,51,539,125,263
111,2025-08-22,898,106,59,584,138,291
111,2025-08-23,887,111,64,604,155,381
111,2025-08-24,887,92,54,606,158,439
111,2025-08-25,877,104,59,602,139,287
111,2025-08-26,829,100,56,621,133,397
111,2025-08-27,860,111,63,613,132,290
111,2025-08-28,980,121,76,546,141,399
111,2025-08-29,919,101,54,552,168,373
111,2025-08-30,810,92,51,611,123,275
111,2025-08-31,853,106,69,622,129,305
111,2025-09-01,858,101,51,621,162,475
111,2025-09-02,917,111,58,568,93,274
111,2025-09-03,886,124,58,608,178,459
111,2025-09-04,912,116,63,599,156,371
111,2025-09-05,850,112,68,605,88,254
112,2025-08-07,865,59,29,224,125,302
112,2025-08-08,876,60,30,220,179,432
112,2025-08-09,890,58,28,203,156,450
112,2025-08-10,826,60,31,230,160,458
112,2025-08-11,838,54,24,229,182,498
112,2025-08-12,799,54,27,221,178,476
112,2025-08-13,853,57,31,228,169,479
112,2025-08-14,859,57,28,215,91,243
112,2025-08-15,909,59,28,204,167,467
112,2025-08-16,890,57,29,214,151,349
112,2025-08-17,835,54,26,233,132,364
112,2025-08-18,811,55,26,230,125,348
112,2025-08-19,841,58,27,230,184,396
112,2025-08-20,900,60,29,209,150,438
112,2025-08-21,891,59,30,202,129,295
112,2025-08-22,872,56,29,206,135,288
112,2025-08-23,877,57,26,212,173,411
112,2025-08-24,849,52,24,215,122,249
112,2025-08-25,859,52,25,227,106,226
112,2025-08-26,885,62,28,224,166,374
112,2025-08-27,895,57,25,215,96,253
112,2025-08-28,904,61,27,208,176,437
112,2025-08-29,838,57,26,249,155,409
112,2025-08-30,803,56,30,225,167,424
112,2025-08-31,827,54,30,248,156,407
112,2025-09-01,841,57,27,219,147,357
112,2025-09-02,881,62,32,234,118,279
112,2025-09-03,921,58,25,197,150,392
112,2025-09-04,905,58,27,209,129,323
112,2025-09-05,789,56,31,252,187,542
113,2025-08-07,1454,90,55,127,179,413
113,2025-08-08,1348,101,63,117,144,301
113,2025-08-09,1491,99,66,111,167,385
113,2025-08-10,1432,98,59,124,80,211
113,2025-08-11,1405,87,56,123,180,453
113,2025-08-12,1308,87,51,147,93,211
113,2025-08-13,1375,92,53,150,132,321
113,2025-08-14,1426,93,59,128,188,405
113,2025-08-15,1470,89,54,130,115,267
113,2025-08-16,1473,101,59,115,151,314
113,2025-08-17,1303,87,62,168,183,428
113,2025-08-18,1285,92,64,175,108,257
113,2025-08-19,1313,85,58,146,173,501
113,2025-08-20,1385,92,58,142,135,309
113,2025-08-21,1456,96,56,108,124,324
113,2025-08-22,1421,91,59,115,175,399
113,2025-08-23,1368,91,60,142,166,471
113,2025-08-24,1371,93,55,160,160,385
113,2025-08-25,1324,93,64,159,140,356
113,2025-08-26,1378,87,50,125,127,361
113,2025-08-27,1474,97,68,118,133,356
113,2025-08-28,1456,99,62,108,189,514
113,2025-08-29,1341,91,51,142,84,183
113,2025-08-30,1286,88,57,162,190,517
113,2025-08-31,1335,88,70,166,124,362
113,2025-09-01,1409,95,61,133,178,477
113,2025-09-02,1440,102,59,119,177,364
113,2025-09-03,1435,93,58,118,149,389
113,2025-09-04,1473,94,62,117,136,308
113,2025-09-05,1367,88,54,152,150,378
114,2025-08-07,1665,161,96,40,146,416
114,2025-08-08,1773,174,117,0,177,383
114,2025-08-09,1752,166,110,5,155,449
114,2025-08-10,1723,165,112,40,189,401
114,2025-08-11,1637,149,76,38,141,324
114,2025-08-12,1565,161,92,80,180,500
114,2025-08-13,1643,162,90,28,73,206
114,2025-08-14,1737,164,97,11,153,323
114,2025-08-15,1764,169,100,9,145,344
114,2025-08-16,1689,162,111,30,158,344
114,2025-08-17,1633,151,90,21,183,421
114,2025-08-18,1634,161,95,54,136,407
114,2025-08-19,1624,158,108,46,106,279
114,2025-08-20,1652,165,102,36,121,338
114,2025-08-21,1815,177,99,0,189,420
114,2025-08-22,1843,176,112,0,118,337
114,2025-08-23,1753,162,101,3,152,444
114,2025-08-24,1627,162,102,38,118,274
114,2025-08-25,1656,159,90,39,151,410
114,2025-08-26,1743,173,107,1,232,588
114,2025-08-27,1658,168,98,44,194,561
114,2025-08-28,1803,175,106,0,164,454
114,2025-08-29,1719,162,92,32,200,446
114,2025-08-30,1563,152,99,80,173,494
114,2025-08-31,1656,160,100,43,136,382
114,2025-09-01,1711,157,94,13,138,337
114,2025-09-02,1800,170,97,0,132,381
114,2025-09-03,1795,182,104,0,140,391
114,2025-09-04,1729,165,110,15,184,455
114,2025-09-05,1676,160,92,14,176,505
115,2025-08-07,1747,248,166,233,194,439
115,2025-08-08,1764,262,183,228,194,389
115,2025-08-09,1849,259,170,232,135,338
115,2025-08-10,1779,254,165,228,210,545
115,2025-08-11,1684,238,137,250,181,487
115,2025-08-12,1712,237,166,256,189,486
115,2025-08-13,1886,262,175,184,125,264
115,2025-08-14,1848,260,181,195,162,327
115,2025-08-15,1894,273,146,180,208,477
115,2025-08-16,1880,251,181,189,163,474
115,2025-08-17,1752,252,175,239,143,335
115,2025-08-18,1625,228,151,258,154,363
115,2025-08-19,1774,239,161,229,151,351
115,2025-08-20,1853,249,149,203,222,589
115,2025-08-21,1848,273,175,213,187,534
115,2025-08-22,1886,264,176,228,157,372
115,2025-08-23,1763,250,162,238,181,535
115,2025-08-24,1666,231,145,245,143,427
115,2025-08-25,1752,245,175,211,173,517
115,2025-08-26,1828,257,161,228,133,366
115,2025-08-27,1866,271,172,183,149,380
115,2025-08-28,1901,254,169,189,98,269
115,2025-08-29,1836,264,177,214,203,536
115,2025-08-30,1662,248,160,263,142,350
115,2025-08-31,1677,247,158,261,220,513
115,2025-09-01,1750,250,161,227,150,386
115,2025-09-02,1857,265,179,210,117,303
115,2025-09-03,1871,270,161,200,119,300
115,2025-09-04,1812,238,157,229,134,398
115,2025-09-05,1777,246,154,234,166,364
116,2025-08-07,282,21,11,114,126,256
116,2025-08-08,305,21,13,55,179,382
116,2025-08-09,295,21,12,103,165,418
116,2025-08-10,299,22,13,101,191,510
116,2025-08-11,292,20,12,80,127,356
116,2025-08-12,267,18,11,110,196,536
116,2025-08-13,297,20,11,64,167,360
116,2025-08-14,325,22,12,107,124,324
116,2025-08-15,320,19,11,60,169,398
116,2025-08-16,308,21,11,109,138,387
116,2025-08-17,295,18,9,98,100,277
116,2025-08-18,266,18,10,110,171,347
116,2025-08-19,300,20,10,57,107,266
116,2025-08-20,292,20,10,96,132,281
116,2025-08-21,307,20,11,91,186,377
116,2025-08-22,313,21,11,77,229,637
116,2025-08-23,286,21,13,104,101,294
116,2025-08-24,282,20,10,99,138,365
116,2025-08-25,278,20,12,54,170,482
116,2025-08-26,294,18,10,80,166,343
116,2025-08-27,293,21,13,108,87,247
116,2025-08-28,313,20,12,65,150,349
116,2025-08-29,286,21,11,96,181,468
116,2025-08-30,267,21,13,85,95,246
116,2025-08-31,271,20,11,97,142,350
116,2025-09-01,295,18,9,45,137,274
116,2025-09-02,300,20,10,79,160,390
116,2025-09-03,314,21,12,67,157,444
116,2025-09-04,304,20,11,73,180,435
116,2025-09-05,280,18,11,81,152,360
117,2025-08-07,361,57,37,14,145,348
117,2025-08-08,378,55,32,0,196,443
117,2025-08-09,390,61,35,0,110,224
117,2025-08-10,347,53,33,26,139,346
117,2025-08-11,342,51,31,0,152,332
117,2025-08-12,323,50,34,16,127,299
117,2025-08-13,351,58,37,0,140,363
117,2025-08-14,377,53,35,2,158,462
117,2025-08-15,376,58,38,0,129,314
117,2025-08-16,361,54,29,0,185,487
117,2025-08-17,359,50,29,8,181,513
117,2025-08-18,342,53,33,14,122,274
117,2025-08-19,347,53,34,0,127,265
117,2025-08-20,377,53,32,0,199,490
117,2025-08-21,384,57,36,16,142,300
117,2025-08-22,374,54,36,11,140,347
117,2025-08-23,372,53,33,29,165,483
117,2025-08-24,347,54,36,17,134,352
117,2025-08-25,354,54,31,0,154,351
117,2025-08-26,359,53,33,0,128,303
117,2025-08-27,380,56,38,36,117,290
117,2025-08-28,361,55,32,0,164,447
117,2025-08-29,358,54,33,3,117,312
117,2025-08-30,359,54,34,6,123,253
117,2025-08-31,342,50,31,0,175,414
117,2025-09-01,350,59,35,0,154,393
117,2025-09-02,367,56,35,0,165,485
117,2025-09-03,397,57,37,0,116,316
117,2025-09-04,367,55,35,17,153,334
117,2025-09-05,344,54,36,19,182,509
118,2025-08-07,1195,126,77,691,154,310
118,2025-08-08,1222,114,74,677,213,481
118,2025-08-09,1244,119,72,666,186,511
118,2025-08-10,1136,129,96,678,182,380
118,2025-08-11,1117,113,69,701,175,507
118,2025-08-12,1141,120,72,698,95,215
118,2025-08-13,1272,113,78,666,176,393
118,2025-08-14,1270,116,61,654,165,366
118,2025-08-15,1220,137,89,654,165,401
118,2025-08-16,1180,124,75,661,110,315
118,2025-08-17,1197,108,75,651,135,346
118,2025-08-18,1114,112,60,701,151,314
118,2025-08-19,1078,112,67,716,135,316
118,2025-08-20,1154,117,76,694,156,355
118,2025-08-21,1228,128,76,660,195,414
118,2025-08-22,1256,121,84,654,174,472
118,2025-08-23,1191,116,72,665,101,209
118,2025-08-24,1177,114,73,707,188,543
118,2025-08-25,1152,115,69,676,100,298
118,2025-08-26,1221,126,79,641,118,301
118,2025-08-27,1328,122,72,616,157,340
118,2025-08-28,1270,126,83,638,180,439
118,2025-08-29,1178,126,74,663,155,332
118,2025-08-30,1138,118,70,660,163,415
118,2025-08-31,1212,119,74,677,167,446
118,2025-09-01,1211,117,69,687,169,393
118,2025-09-02,1227,124,72,652,171,375
118,2025-09-03,1240,139,92,641,136,402
118,2025-09-04,1283,118,75,646,170,426
118,2025-09-05,1118,121,82,678,134,291
119,2025-08-07,1266,90,61,212,151,337
119,2025-08-08,1277,96,57,194,186,518
119,2025-08-09,1325,93,61,210,212,621
119,2025-08-10,1276,94,65,211,161,364
119,2025-08-11,1228,92,58,198,96,245
119,2025-08-12,1198,84,47,217,178,418
119,2025-08-13,1180,88,60,227,214,434
119,2025-08-14,1306,91,62,197,165,338
119,2025-08-15,1309,95,58,179,205,588
119,2025-08-16,1277,89,61,217,144,309
119,2025-08-17,1196,84,49,198,199,515
119,2025-08-18,1156,85,55,253,155,367
119,2025-08-19,1265,86,53,221,163,332
119,2025-08-20,1257,99,59,224,93,211
119,2025-08-21,1272,91,56,180,160,417
119,2025-08-22,1325,85,52,184,121,322
119,2025-08-23,1203,94,55,230,165,430
119,2025-08-24,1103,88,55,258,185,466
119,2025-08-25,1150,84,53,242,154,433
119,2025-08-26,1246,89,50,205,165,381
119,2025-08-27,1224,94,61,222,178,453
119,2025-08-28,1320,97,59,186,147,417
119,2025-08-29,1247,86,59,202,88,204
119,2025-08-30,1181,89,54,211,184,458
119,2025-08-31,1193,84,59,253,104,220
119,2025-09-01,1308,88,60,207,129,375
119,2025-09-02,1313,90,54,168,109,293
119,2025-09-03,1260,88,59,201,126,300
119,2025-09-04,1192,86,54,214,138,296
119,2025-09-05,1202,78,47,231,152,419
120,2025-08-07,1013,91,61,36,145,325
120,2025-08-08,1134,96,63,21,134,284
120,2025-08-09,1078,97,58,17,193,516
120,2025-08-10,1070,99,62,29,135,307
120,2025-08-11,994,89,53,23,86,246
120,2025-08-12,1021,88,58,5,143,350
120,2025-08-13,1032,98,59,12,135,303
120,2025-08-14,1140,92,48,14,181,516
120,2025-08-15,1144,100,63,0,191,470
120,2025-08-16,1040,101,66,21,136,340
120,2025-08-17,1005,94,64,20,160,346
120,2025-08-18,992,86,61,39,173,351
120,2025-08-19,1073,91,58,21,152,335
120,2025-08-20,1117,95,60,29,174,448
120,2025-08-21,1106,101,52,0,221,598
120,2025-08-22,1116,104,66,16,144,297
120,2025-08-23,1020,93,52,27,189,413
120,2025-08-24,994,90,57,25,170,386
120,2025-08-25,1009,89,47,40,161,374
120,2025-08-26,1017,93,60,38,173,511
120,2025-08-27,1134,98,64,25,147,344
120,2025-08-28,1096,92,59,25,107,315
120,2025-08-29,1095,98,53,0,151,368
120,2025-08-30,970,87,46,54,145,432
120,2025-08-31,1032,88,61,21,166,345
120,2025-09-01,1038,96,58,28,200,534
120,2025-09-02,1116,94,61,9,70,171
120,2025-09-03,1085,94,57,11,182,460
120,2025-09-04,1101,96,55,12,215,530
120,2025-09-05,1066,94,63,41,181,423
121,2025-08-07,1391,214,126,416,110,259
121,2025-08-08,1412,206,111,417,97,249
121,2025-08-09,1469,222,113,410,183,481
121,2025-08-10,1354,205,104,417,164,441
121,2025-08-11,1257,203,104,456,101,271
121,2025-08-12,1256,193,111,473,235,616
121,2025-08-13,1307,205,97,408,193,477
121,2025-08-14,1417,218,114,400,176,431
121,2025-08-15,1382,226,139,405,119,299
121,2025-08-16,1368,204,123,423,99,266
121,2025-08-17,1371,190,126,401,186,494
121,2025-08-18,1307,198,109,419,148,436
121,2025-08-19,1324,188,99,418,144,348
121,2025-08-20,1312,206,111,453,148,404
121,2025-08-21,1389,232,125,444,142,302
121,2025-08-22,1354,206,102,430,205,585
121,2025-08-23,1315,198,108,445,148,365
121,2025-08-24,1360,200,109,420,134,358
121,2025-08-25,1355,201,112,420,113,309
121,2025-08-26,1367,219,98,422,165,465
